"LA1 1DL",10,"N",33,33,33,0,0,33,0,348189,462291,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1DN",10,"N",10,10,10,0,0,10,0,348138,462193,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1DQ",10,"N",9,9,6,3,0,9,0,347986,462150,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1DR",10,"N",13,13,13,0,0,13,0,348179,462074,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1DT",10,"N",4,4,0,4,0,4,0,347977,462027,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1DU",10,"N",1,1,1,0,0,1,0,348154,462115,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1DW",10,"N",22,22,21,1,0,22,0,348144,462137,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1DX",10,"N",31,31,31,0,0,31,0,348182,462125,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1DY",10,"N",32,32,32,0,0,32,0,348224,462134,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1DZ",10,"N",31,31,31,0,0,31,0,348211,462183,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1EA",10,"N",42,42,42,0,0,42,0,348212,462199,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1EB",10,"N",4,4,3,1,0,4,0,348258,462209,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1EE",10,"N",12,12,11,1,0,12,0,347576,461926,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1EG",10,"N",33,33,20,13,0,33,0,347578,461775,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1EJ",10,"N",14,14,14,0,0,14,0,348252,462240,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014888","S"
"LA1 1EL",10,"N",3,3,3,0,0,3,0,347708,461888,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1EQ",10,"N",1,1,0,1,0,1,0,347486,461953,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1ES",10,"N",1,1,0,1,0,1,0,347545,461785,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1ET",10,"N",12,10,4,8,0,10,2,347541,461851,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1EW",10,"N",24,24,18,6,0,24,0,347560,461786,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1EX",10,"N",26,26,11,15,0,26,0,347520,461778,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1EZ",10,"N",18,17,15,3,0,17,1,347579,461883,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1FB",10,"N",49,49,49,0,0,49,0,347353,461150,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1FD",10,"N",45,45,45,0,0,45,0,348107,462042,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1GA",10,"N",18,18,18,0,0,18,0,347416,462188,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1GE",10,"N",24,24,24,0,0,24,0,348211,462021,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1GX",10,"N",35,35,35,0,0,35,0,347972,461699,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HD",10,"N",7,7,7,0,0,7,0,347673,461967,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HF",10,"N",36,36,36,0,0,36,0,347691,461999,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HH",10,"N",5,5,0,5,0,5,0,347739,461954,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HJ",10,"N",11,11,11,0,0,11,0,347660,462002,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HL",10,"N",37,37,37,0,0,37,0,347440,462140,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HN",10,"N",4,4,4,0,0,4,0,347457,462122,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HP",10,"N",6,6,2,4,0,6,0,347491,461719,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HS",10,"N",11,11,4,7,0,11,0,347538,461727,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HT",10,"N",14,14,3,11,0,14,0,347666,461728,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HW",10,"N",8,8,8,0,0,8,0,347409,462200,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1HX",10,"N",1,1,0,1,0,1,0,347679,461728,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1HY",10,"N",1,1,0,1,0,1,0,347618,461769,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1HZ",10,"N",5,5,0,5,0,5,0,347665,461696,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1JF",10,"N",11,9,3,8,0,9,2,347651,461665,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1JG",10,"N",13,13,3,10,0,13,0,347564,461704,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1JH",10,"N",1,1,0,1,0,1,0,347588,461705,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1JL",10,"N",11,10,5,6,0,10,1,347574,461675,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1JN",10,"N",19,18,6,13,0,18,1,347540,461674,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1JQ",10,"N",1,1,0,1,0,1,0,347610,461692,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1JT",10,"N",4,4,1,3,0,4,0,347663,461661,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1JW",10,"N",1,1,0,1,0,1,0,347486,461953,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1JY",10,"N",11,11,7,4,0,11,0,347571,461590,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1JZ",10,"N",16,16,14,2,0,16,0,347550,461540,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LA",10,"N",54,54,53,1,0,54,0,347509,461485,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LB",10,"Y",1,1,0,0,1,1,0,347467,461653,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1LD",10,"N",1,1,0,1,0,1,0,347461,461478,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LE",10,"N",13,13,7,6,0,13,0,347581,461566,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LF",10,"N",3,3,1,2,0,3,0,347546,461689,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LG",10,"N",12,12,12,0,0,12,0,347546,461612,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LH",10,"N",23,23,15,8,0,23,0,347652,461837,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LN",10,"Y",1,1,0,0,1,1,0,347467,461653,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1LP",10,"N",13,13,6,7,0,13,0,347709,461795,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LR",10,"N",1,1,1,0,0,1,0,347721,461835,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LT",10,"N",5,5,1,4,0,5,0,347721,461830,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LU",10,"N",12,12,6,6,0,12,0,347751,461835,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LW",10,"N",12,12,12,0,0,12,0,347628,461388,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LY",10,"N",6,6,1,5,0,6,0,347750,461755,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1LZ",10,"N",8,8,2,6,0,8,0,347715,461761,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NA",10,"N",28,28,28,0,0,28,0,347756,461943,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NB",10,"N",11,11,2,9,0,11,0,347773,461728,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1ND",10,"N",10,10,5,5,0,10,0,347764,461760,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NE",10,"N",6,6,2,4,0,6,0,347813,461763,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NF",10,"N",2,2,1,1,0,2,0,347811,461739,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NG",10,"N",3,3,0,3,0,3,0,347837,461681,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NH",10,"N",13,13,13,0,0,13,0,347812,461842,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NJ",10,"N",9,9,6,3,0,9,0,347851,461794,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NL",10,"N",9,9,3,6,0,9,0,347876,461824,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NN",10,"N",39,39,37,2,0,39,0,347855,461852,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NP",10,"N",10,10,3,7,0,10,0,347769,461807,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NQ",10,"N",6,6,2,4,0,6,0,347862,461711,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NR",10,"N",8,8,5,3,0,8,0,347805,461851,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NS",10,"N",73,71,70,3,0,71,2,347871,461920,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NW",10,"N",1,1,0,1,0,1,0,347948,461945,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NX",10,"N",11,11,11,0,0,11,0,347876,461869,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NY",10,"N",8,8,4,4,0,8,0,347834,461918,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1NZ",10,"N",17,17,10,7,0,17,0,347744,461898,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PA",10,"N",2,2,1,1,0,2,0,347753,461871,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PB",10,"N",9,9,4,5,0,9,0,347736,461866,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PD",10,"N",4,4,4,0,0,4,0,347711,461842,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PJ",10,"N",1,1,0,1,0,1,0,347863,461529,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1PL",10,"N",20,20,9,11,0,20,0,347830,461620,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PN",10,"N",1,1,0,1,0,1,0,347900,461585,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1PP",10,"N",11,10,1,10,0,10,1,347920,461626,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PQ",10,"N",4,4,4,0,0,4,0,347874,461706,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PR",10,"N",4,4,1,3,0,4,0,347802,461635,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PT",10,"N",2,2,0,2,0,2,0,347937,461538,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PU",10,"N",1,1,1,0,0,1,0,347966,461583,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PW",10,"N",1,1,1,0,0,1,0,347880,461680,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PX",10,"N",51,51,49,2,0,51,0,347939,461677,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1PZ",10,"N",13,13,13,0,0,13,0,347908,461722,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QD",10,"N",24,24,13,11,0,24,0,347961,461740,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QE",10,"N",1,1,0,1,0,1,0,347934,461758,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1QF",10,"N",2,2,2,0,0,2,0,347938,461698,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QH",10,"N",2,2,1,1,0,2,0,348034,461738,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QL",10,"N",1,1,0,1,0,1,0,347993,461820,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QN",10,"N",16,16,15,1,0,16,0,348080,461935,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QR",10,"Y",1,1,0,0,1,1,0,347467,461653,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1QS",10,"N",1,1,0,1,0,1,0,348037,461979,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QU",10,"N",32,32,32,0,0,32,0,348126,462011,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QW",10,"N",1,1,1,0,0,1,0,347956,461868,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QX",10,"N",19,19,18,1,0,19,0,348125,461955,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QY",10,"N",6,6,6,0,0,6,0,348108,461931,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1QZ",10,"N",14,14,14,0,0,14,0,348166,461988,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RB",10,"N",41,41,38,3,0,41,0,347388,462238,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RD",10,"N",27,27,24,3,0,27,0,347298,462318,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RE",10,"N",25,25,14,11,0,25,0,347608,461529,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RF",10,"N",20,20,20,0,0,20,0,347619,461313,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RG",10,"N",6,6,6,0,0,6,0,347912,461733,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RH",10,"N",8,8,3,5,0,8,0,347670,461455,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RJ",10,"N",2,2,2,0,0,2,0,347700,461361,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RL",10,"N",6,6,6,0,0,6,0,347879,461738,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RN",10,"N",4,4,4,0,0,4,0,347603,461462,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RP",10,"N",1,1,0,1,0,1,0,347650,461436,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1RQ",10,"N",5,5,0,5,0,5,0,347668,461511,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RR",10,"N",7,7,7,0,0,7,0,347926,461736,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RS",10,"N",21,21,19,2,0,21,0,347617,461367,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RT",10,"N",6,6,6,0,0,6,0,347560,461343,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RU",10,"N",8,8,8,0,0,8,0,347565,461364,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RW",10,"N",11,11,11,0,0,11,0,347940,461719,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RX",10,"N",21,21,17,4,0,21,0,347615,461278,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1RY",10,"N",65,65,65,0,0,65,0,347642,461238,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SA",10,"N",18,18,18,0,0,18,0,347211,462340,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SB",10,"N",8,7,8,0,0,7,1,347553,461343,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SD",10,"N",9,9,9,0,0,9,0,347525,461313,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SE",10,"N",16,16,16,0,0,16,0,347489,461338,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SF",10,"N",1,1,0,1,0,1,0,347516,461393,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1SG",10,"N",35,35,35,0,0,35,0,347443,461273,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SH",10,"N",22,22,22,0,0,22,0,347430,461071,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SJ",10,"N",10,10,10,0,0,10,0,347394,461012,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SL",10,"N",22,22,21,1,0,22,0,347377,461047,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SN",10,"N",1,1,0,1,0,1,0,347864,461553,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SQ",10,"N",57,57,57,0,0,57,0,347435,461166,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SR",10,"N",6,6,6,0,0,6,0,347478,461125,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SS",10,"N",4,4,3,1,0,4,0,347482,461087,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1ST",10,"N",1,1,1,0,0,1,0,347479,461075,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SU",10,"N",1,1,0,1,0,1,0,347664,461156,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014903","S"
"LA1 1SW",10,"N",25,25,22,3,0,25,0,347328,461100,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SX",10,"N",4,4,4,0,0,4,0,347518,461129,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SY",10,"N",32,32,32,0,0,32,0,347491,461184,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1SZ",10,"N",21,21,21,0,0,21,0,347521,461263,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TD",10,"N",2,2,2,0,0,2,0,347444,461902,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TE",10,"N",18,18,16,2,0,18,0,347455,461577,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TG",10,"N",5,5,4,1,0,5,0,347493,461560,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TH",10,"N",6,4,0,6,0,4,2,347435,461711,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TJ",10,"N",10,10,9,1,0,10,0,347357,461653,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TL",10,"N",4,4,4,0,0,4,0,347223,461846,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TN",10,"N",28,28,28,0,0,28,0,347398,461619,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TP",10,"N",6,5,4,2,0,5,1,347414,461273,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TQ",10,"N",1,1,0,1,0,1,0,347418,461667,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TR",10,"N",16,16,16,0,0,16,0,347354,461243,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TS",10,"N",32,32,32,0,0,32,0,347329,461395,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TT",10,"N",41,41,41,0,0,41,0,347324,461492,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TW",10,"N",36,36,36,0,0,36,0,347387,461447,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1TX",10,"N",5,5,3,2,0,5,0,347298,461681,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1UA",10,"N",26,25,7,19,0,25,1,347735,461665,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1UB",10,"N",39,39,39,0,0,39,0,347299,461369,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1UE",10,"N",1,1,0,1,0,1,0,347735,461587,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","L"
"LA1 1UF",10,"N",3,3,3,0,0,3,0,347285,461608,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1UG",10,"N",5,5,1,4,0,5,0,347760,461675,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1UH",10,"N",11,11,3,8,0,11,0,347803,461655,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1UJ",10,"N",2,2,1,1,0,2,0,347561,461208,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
"LA1 1UL",10,"N",12,12,12,0,0,12,0,347286,461572,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890","S"
